,Twitter Query: #octubrerosa OR #DiaMundialdelCancerdeMama -filter:retweets -filter:replies,,,,,,,,,,,,,,,,,,,
22/10/2020 20:40,@COBAEMex,COBAEM,#OctubreRosa | Para prevenir el cáncer de mama es importante seguir estos métodos para su detección 👇. #ÉchaleUnaManoATuSalud e infórmate en: . #PrevenirEsSalud @Edomex @SaludEdomex,1319483807322402817,http://salud.edomex.gob.mx,https://pbs.twimg.com/media/Ek-_VjCUYAEvuLL.jpg,,0,2,Twitter for Android,1499,175,5,,25/11/2016,"Toluca, México",Dirección General del Colegio de Bachilleres del Estado de México.,http://cobaem.edomex.gob.mx,,View
22/10/2020 20:31,@SilvanaMagalyM4,Silvana Magaly Martinez Trejo,DE NADA SIRVE PINTAR EL PAÍS DE ROSA. CUANDO LE QUITAN APOYOS ECONÓMICOS A LA LUCHA CONTRA EL CANCER. #OctubreRosa #soyhijadeunasobreviviente,1319481620542390272,,,,0,0,Twitter for iPhone,4,19,0,,5/11/2019,"Hidalgo, México","mis heridas no sanarán sin tus labios, ellos las hicieron 💕 18⚡️",,,View
22/10/2020 20:07,@Cristin24123992,Cristina,#OctubreRosa Exploremonos RT @alfredodelmazo: La prevención es la mejor opción. #OctubreRosa,1319475580765548544,https://twitter.com/alfredodelmazo/status/1318309523686187008,https://pbs.twimg.com/media/EkuThfiUYAAPYQ9.jpg,,1,1,Twitter for Android,64,167,0,,27/6/2020,,enamorarme,,,View
22/10/2020 19:55,@santiagoalies,Spooky Alíes,Atlético Nacional x Nike #RetoRede 30 @RedeDesignPro Camiseta especial #OctubreRosa #T90 @nacionaloficial Mockup: @oneblacktie,1319472439160688641,,https://pbs.twimg.com/media/Ek-1Ly5W0AAivrZ.jpg,,1,7,Twitter Web App,233,384,1,,1/2/2019,"Bogotá, D.C., Colombia",,http://be.net/SantiagoAlies,,View
22/10/2020 19:51,@lorenapignon_,Lorena Piñón Rivera,"#OctubreRosa, es importante promover la concientización para la prevención del Cáncer de mama, además de sumar esfuerzos y apoyar las iniciativas que se promueven por parte de lo ciudadanos. Quiero felicitar la labor de @Marianomolina y la revista #MEET por tan noble causa.",1319471515696570369,,https://pbs.twimg.com/media/Ek-0U8bVcAEpDnv.jpg,,2,7,Twitter for iPhone,5430,2507,19,,31/10/2010,"Xalapa, Veracruz de Ignacio de",Hija de Dios | Abogada | Secretaria de @SGSPRINacional del PRI | Feminista🖤| No hay política más poderosa que la de Servir a México🇲🇽,https://www.facebook.com/lorenapignonrivera/,,View
22/10/2020 19:40,@GT_Guide,Gay Traveler's Guide 📍,"Es #HoraDeConcientizar: De acuerdo a la Secretaría de salud, las mujeres lesbianas y bisexuales tienen más factores de riesgo que las hacen más vulnerables al cáncer de mama y depresión. Por eso todxs a checarnos y cuidarnos. #OctubreRosa #CáncerDeMama",1319468625930182657,,https://pbs.twimg.com/media/Ek-xtMoWkAAiWre.jpg,,1,1,Twitter Web App,2740,1854,37,,5/8/2013,"Cancún, México",Since 2013 it has been the ideal place 📍 for travel tips and information 🗺 for the LGBTTTIQA 🏳‍🌈 community in Mexico 🇲🇽 and the world 🌎,http://www.gaytravelersguide.com/,,View
22/10/2020 19:36,@creainnovaed_ac,CREA INNOVA EDUCA AC,"Recuerda que mañana se llevará a cabo en punto de las 9:00 a.m., a través de Facebook live, la plática sobre ""Prevención y tratamiento del cáncer de mama"" con el Dr. Paulino Alfaro Ramírez, oncólogo médico del Hospital Regional de Alta Especialidad. #OctubreRosa #CáncerDeMama",1319467600506703874,,https://pbs.twimg.com/media/Ek-wyhMVkAEbeDk.jpg,,0,0,Twitter for Android,31,202,0,,14/8/2019,"Xalapa, Veracruz. ",Implementamos proyectos con enfoque global en la educación y tecnología a través de la innovación para beneficio social. #EDUCACIONEINNOVACIONENMOVIMIENTO,https://fundacioncie.org/,,View
22/10/2020 19:31,@OCorregidora,ONMPRI Corregidora,"#OctubreRosa RT @AbiArredondo: Mi querida Eva, eres un ejemplo de lucha y esfuerzo, tu testimonial alienta a las mujeres a nunca rendirse y salir adelante, un fuerte abrazo hasta #LandaDeMatamoros. #OctubreMesRosa #CáncerDeMama #Tócate 🎀",1319466519714254850,"https://twitter.com/AbiArredondo/status/1319384127381164035
https://www.facebook.com/1478983305654667/posts/2859061904313460/?vh=e&extid=0&d=n",https://pbs.twimg.com/media/Ek9k3oMX0AEP_Fh.jpg,,0,0,Twitter for Android,65,127,0,,23/1/2020,,"Organismo Nacional de Mujeres Priistas en el municipio de Corregidora, Querétaro. Presidenta: Nora Camacho @NoraCamachoSal1",,,View
22/10/2020 19:26,@UmbrellaTravelC,Umbrella Travel,"El Mes de Sensibilización sobre el Cáncer de Mama, que se celebra en todo el mundo cada mes de octubre, contribuye a aumentar la atención y el apoyo prestados a la sensibilización, la detección precoz, el tratamiento y los cuidados paliativos. #OctubreRosa",1319465277973815297,,https://pbs.twimg.com/media/Ek-uq_0WMAENno7.jpg,,0,0,Twitter for iPhone,1,20,0,,21/10/2020,Cuba,Fifteen+ years of experience Hotel | Transfers | Car rental | Tours ✈️ Discover our TOP destinations 🗺,http://www.umbrellatravel.com,,View
22/10/2020 19:26,@BetianaFerreyra,🅱ettsy!!!⚡,#OctubreRosa Me encanto!! 💞💞💞 Nuestro lindo rejunte!!!,1319465102148501505,,https://pbs.twimg.com/media/Ek-uhDAWAAAn-kf.jpg,,0,1,Twitter for Android,1493,1171,4,,1/6/2013,San Cristóbal ,"Canceriana. Hincha del mas grande CARP. Promotora de Afrodita y Cataleya. La vida es una sola,hay que vivirla T3 🦁",,,View
22/10/2020 19:25,@guille_fotos,Guille 📷♥️,#GRATIS #LALCEC #mamografiagratis #sinexcusa #OctubreRosa #TocateParaQueNoTeToque #todoslosdiassondiadetetas RT @DraQuemera: Para mujeres sin obra social de 40 a 65 años.👇🏻,1319465014823092225,https://twitter.com/DraQuemera/status/1319408293983494147,https://pbs.twimg.com/media/Ek962VTXYAA5QxP.jpg,,1,4,Twitter for Android,1240,1243,44,,17/8/2010,Argentina,Loberense en la ciudad de la furia... Fotógrafa de alma y profesión Marketinera o Social Media Marketing como te guste!,,,View
