,Date,UserName,Tweet,Hour,Weekday
11,2020-10-21,@NewHollandArg,¡Sumate a nuestras #MujeresEnCampaña! 👩🏼‍🌾 Con la compra de esta remera de nuestra colección #OctubreRosa estamos juntos apoyando a MACMA en la prevención y concientización del cáncer de mama. Ingresá a este link para conocer más  Gracias @chechugiorgi 👌,13:23:00,2
12,2020-10-21,@CampoEdomex,#OctubreRosa | El cáncer de mama es curable si se detecta a tiempo.,13:22:00,2
13,2020-10-21,@LESOTHER,#OctubreRosa #autoexplórate Mes para la concientización del cáncer de mama. 🌸,13:10:00,2
14,2020-10-21,@VinZinacantepec,"#OctubreRosa , mes de sensibilización sobre el cáncer de mama . Recuerda realizarte una autoexploración periódicamente #ÉchaleUnaManoATuSalud . @SaludEdomex @Edomex",13:04:00,2
15,2020-10-21,@MILC_Mx,"En el movimiento #EstamosAquí, trabajamos para que todas las pacientes con cáncer de mama cuenten con atención de calidad en todo el país. En este #OctubreRosa, queremos hacer oír nuestras voces.",13:02:00,2
16,2020-10-21,@bancodetapitas,"Ella es Aime, amiga y compañera de cama de Ari. El día de hoy nos dió una gran enseñanza de vida, decidió donar su cabello a #MovimientoRapunsel. Gracias por compartir un poco de amor con quien lo necesita. #DonaTuCabello #bancodetapitas.",13:01:00,2
17,2020-10-21,@COBUPEM,"La detección oportuna del cáncer de mama, es la acción más importante en esta lucha. #EchaleUnaManoATuSalud #OctubreRosa",12:55:00,2
18,2020-10-21,@RousFloresN,"#bullying de funcionarios a sobreviviente de cáncer en @CSSPanama #Solidaridad #DiaMundialdelCancerdeMama @adelasaltiel @limyueng @CastaliaPascual @AxelRivera06 RT @RousFloresN: @CSSPanama #bullying sobreviviente d cáncer""La agencia css de los andes depto planilla se llama minerva.Donde voy a pagar el css nunca me han pedido contraseña ni en clayton la jefa del depto me dijo que si yo pensaba que tenia empleada @focopanama @AlvaroAlvaradoC",12:55:00,2
19,2020-10-21,@imdodrog,Hacerte autoexamen para la prevención sobre el cáncer de mama puede salvarte la vida. #vida #venezuela #caracas #barinas #salud #familia #octubre #miercoles #diamundialdelcancerdemama #imdodrogueria,12:53:00,2
20,2020-10-21,@IEECOLIMA,#Únete a la campaña #OctubreRosa contra el cáncer de mama. El Dr. Daniel Salas nos habla sobre los factores de riesgo y prevención 📹▶️👇🏾,12:39:00,2
21,2020-10-21,@VPITV,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",12:35:00,2
22,2020-10-21,@Gestarsalud,"“El cáncer es una enfermedad durísima, pero si la tomas de la manera adecuada puede ser la bendición más inesperada, como lo fue para mí”. - Katerine Cabrera. #OctubreRosa #CancerDeMama 📰👉",12:31:00,2
23,2020-10-21,@RevistaHC,"Hace 40 años, hablar del cáncer no era algo frecuente, y menos cuando se trataba de celebridades y famosos —hasta que llegó Betty Ford para instalar una conversación que sigue vigente hasta hoy #OctubreRosa",12:30:00,2
24,2020-10-21,@InclusionyCm12,"En el marco del día internacional de la lucha contra el cáncer de mama, compartimos información sobre el autoexamen, examen profesional y la mamografía. Prevenir es cuidarte 💗 #OctubreRosa",12:18:00,2
25,2020-10-21,@FlorEmyGuerra,"Este mes se pinta de rosa para honrar la lucha de las mujeres en México y el mundo contra el cáncer de mama. Pero, sobre todo, para crear conciencia. La detección temprana sigue siendo la pieza angular para derrotar a esta enfermedad. ¡Tócate para que no te toque! #OctubreRosa",12:13:00,2
26,2020-10-21,@LiliaSarmient10,Les comparto este video informativo sobre el cáncer de mama en los hombres. No es un padecimiento exclusivo de las mujeres y los hombres también deben autoexplorarse. #OctubreRosa #SigoContigo RT @Tu_IMSS: ¿Sabías que los hombres también pueden padecer #CáncerDeMama? Conoce más en nuestra sesión #EnVivo #OctubreRosa,12:09:00,2
27,2020-10-21,@MedicinaEl,"#MPDD #OctubreRosa #CancerDeMama El 65% de los tumores de mama tienen fenotipo luminal; es decir, son HER2 negativos con receptor hormonal positivo. Fuente: Martín, M., Herrero, A., & Echavarría, I. (2015). El cáncer de mama. Arbor, 191(773), 234.",12:00:00,2
28,2020-10-21,@perimetralp,#DelDatoAlRelato 👁️🔎 | #OctubreRosa #CáncerDeMama 👉 ¿Qué es el cáncer de mama? ¿Conoces las ventajas de la autoexploración? 👂🎧 Escucha esta cápsula informativa: 👇  Infografía por: @itzelinda14,11:59:00,2
29,2020-10-21,@DifTulancingo,"Como parte de la prevención y sensibilización en el mes del cáncer de mama, la presidenta del #DIFTulancingo, colocó el distintivo rosa a los funcionarios de las oficinas de Presidencia Municipal. #OctubreRosa #MesRosa #CáncerDeMama #DIFTulancingo",11:53:00,2
30,2020-10-21,@elmananareynosa,#Reynosa #OctubreRosa; Tejen productos para enfermos con cáncer. ▶️,11:47:00,2
31,2020-10-21,@OcoyoacacGob,"#OctubreRosa | Te invitamos a nuestra videoconferencia “Impacto Psicológico del Cáncer de Mama” el día de hoy, miércoles 21 de octubre a las 16:00 Hrs; que será impartida por nuestro Departamento de la Mujer. Síguenos a través de Facebook/Live.",11:45:00,2
32,2020-10-21,@Dr_Ivanoncologo,"Recuerda que la prevención y la información son nuestras mejores herramientas contra el cáncer de mama, acude con un especialista en caso de detectar alguna de estas señales en tu cuerpo. #DrIvánGonzález #Oncólogo #OctubreRosa #Prevención #Información #CáncerdeMama",11:40:00,2
33,2020-10-21,@munilabanda,#OctubreRosa 📌 El intendente Pablo Mirolo se reunió con las integrantes de la agrupación “Guerreras contra el cáncer de mama” para coordinar acciones que generen conciencia sobre la incorporación de medidas de prevención que permitan salvar vidas.,11:36:00,2
34,2020-10-21,@ERC_LaSegarra,💟 El president del @cc_urgell Gerard Balcells ens anima a col.laborar en la campanya d'Ecovidrio del #DiaMundialdelCàncerdeMama a #Tàrrega. 👉 Objectiu: recollir fons per la lluita contra el càncer de mama i ♻️ potenciar el reciclatge 💟 Properament a #Agramunt i #Bellpuig,11:15:00,2
35,2020-10-21,@daniel_carrillo,"En la colonia Nicolás Bravo, mi admiración a Juanita quien ha sido valiente desde hace muchos años para enfrentar esta terrible enfermedad #cancer y mi solidaridad con Lety su hermana, un estandarte de acompañamiento en este proceso continuo de vida. #OctubreRosa",11:11:00,2
36,2020-10-21,@SergioGDF,"#ÉchaleUnaManoATuSalud | Si tienes entre 40 y 69 años acude a tu unidad de salud y realízate una mastografía, es gratuita. Recuerda que el cáncer de mama es curable si se detecta a tiempo. #OctubreRosa #PrevenirEsSalud @SaludEdomex",11:10:00,2
37,2020-10-21,@SEMSedomex,#OctubreRosa | #SabíasQue para prevenir el cáncer de mama es importante checarnos una vez al año. #ÉchaleUnaManoATuSalud e infórmate en 👉 . #PrevenirEsSalud @Edomex @SaludEdomex,11:01:00,2
38,2020-10-21,@atq140,"Un año más al pie del cañón, un año más investigando. Día del cáncer de mama #19DeOctubre #CancerDeMama @GemaMorBue @ASEICAnews @aecc_es @aecc_es #SinCienciaNoHayFuturo",11:00:00,2
39,2020-10-21,@todoaqui4,Lucha contra el Cáncer de Mama: Ampliación del acceso a las prótesis mamarias.  #Lucha #CáncerdeMama #OctubreRosa #PrótesisMamarias #Acceso #Accesibilidad #Mujer #Salud,10:43:00,2
40,2020-10-21,@utec_tgo,"🎀 Este #MesRosa tiene como objetivo crear conciencia y promover que cada vez más mujeres accedan a controles, diagnósticos, tratamientos oportunos y efectivos, para la prevención y tratamiento del Cáncer de Mama. #TuFuturoIniciaAquí #SomosHalcones #SomosUTec #OctubreRosa",10:38:00,2
41,2020-10-21,@DelecCientifica,"HOY INSTAGRAM LIVE 🕛 19:30 hs Tratamientos de cáncer de mama con el sistema 𝗧𝗼𝗺𝗼𝗧𝗵𝗲𝗿𝗮𝗽𝘆 Dr. Cristan Porrato, Centro Oncológico Sunchales ATILRA #Instagram #radioterapia #oncologia #19deoctubre",10:37:00,2
42,2020-10-21,@ITEM_Semov,"Realízate periódicamente una autoexploración, recuerda que el cáncer de mama se puede detectar oportunamente. @SaludEdomex #ÉchaleUnaManoATuSalud #OctubreRosa #PrevenirEsSalud",10:36:00,2
43,2020-10-21,@VPITV,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",10:35:00,2
44,2020-10-21,@RotaryComodoro,#OctubreRosa En el mes de la sensibilizacion del cáncer de mama nos visitaron Betty Foglia y Mabel Blanco de la ONG Prevención y Asistencia en Cáncer Comodoro Rivadavia y Rada Tilly. Revivi la charla,10:16:00,2
45,2020-10-21,@MujeresLiderAL,No olvides ver nuestro tercer video 📹 de esta semana rosa 🌸🎀 #NosUneLaPrevención 💪 ⁣⁣ ⁣ #Cancerdeseno #Cancer #semanarosa #DíaMundialDeLaLuchaContraelCancerDeMama #OCtubreRosa #MLAL #Mujeres #Liderazgo #Autocuidado #Colombia #Perú,10:09:00,2
46,2020-10-21,@draliciaesparza,Señales de alerta para detectar un cáncer de mama . 💗 #octubrerosa . #tocate #cancerdemana #draliciaesparza,10:00:00,2
47,2020-10-21,@SonidosPY,"¿Todavía no tenés tu entrada? Adquirila desde @passlinePY Sumate a la Serenata Rosa Que en este #OctubreRosa las pacientes de la Fundación Unidos contra el Cáncer, sepan que cuentan contigo ¡Apoyá esta actividad!",09:56:00,2
48,2020-10-21,@CMDNoroeste,"🎀Nuestro Distrito se encendió de rosa por la lucha contra el Cáncer de Mama Te recordamos la importancia de la detección temprana como la mejor forma de prevención, por eso, realizate el autoexamen mamario #OctubreRosa #RosarioSeCuida #CancerDeMama",09:55:00,2
49,2020-10-21,@TierranuestraPY,"🌸En este #OctubreRosa apoyá a las valientes y luchadoras que combaten contra el cáncer de mama 🎶 A través de la música, FUNCA - Fundación Unidos Contra el Cáncer te invita a colaborar con esta noble causa, sumándote a la Serenata Rosa Comprá tus entradas en @passlinePY",09:53:00,2
50,2020-10-21,@sofiacerrillo_,"Auto explórense, realícense una mastografia si tienen tal privilegio, desde los 18 años deben hacerlo, es por ustedes, no es por nadie más, cuídense del cáncer, es algo que no le deseo ni a mi peor enemigo. #OctubreRosa",09:53:00,2
51,2020-10-21,@ArkaliEsCultura,"DETECCIÓN OPORTUNA DEL CÁNCER DE MAMA Por la Dra. Teresa Mireles, especialista en cáncer de mama y cirujana mastóloga. Jueves 22 de octubre, 7pm, FB Live desde:  #CáncerDeMama #OctubreRosa #Arkali #ArkaliContigo #ArkaliEsCultura #ArkaliEspaciocultural",09:53:00,2
52,2020-10-21,@Fcopservir,"#DíaMundialdelCáncerdeMama 👨‍👩‍👦‍👦💟🤗 Es así como aliados a la Fundación Mechitas de Amor, se organizó en el marco del Día del Cáncer de Mama, la entrega de mercados solidarios, buscando a su vez , generar un espacio de sensibilización por tan noble fecha en Pasto Nariño. 👩‍🦲🍛",09:52:00,2
53,2020-10-21,@ale_alex48,#OctubreRosa Día Internacional de Cancer de mamá. El color rosa es para las Mujeres Valientes Guerreras 🎀,09:51:00,2
54,2020-10-21,@RevistaHC,"Mucho se debate sobre el papel de las terapias hormonales en el tratamiento del cáncer de mama, así que conversamos con expertos del área para aclarar nuestras principales dudas #OctubreRosa",09:44:00,2
55,2020-10-21,@mujeresaltillo,El día de hoy acudimos en conjunto con @DIF_Saltillo al Centro Comunitario Emiliano Zapata a impartir la plática “Prevención y detección oportuna de cáncer de mama” como parte del programa @mifamiliamicom #TodosPorSaltillo #OctubreRosa,09:42:00,2
56,2020-10-21,@snte49nayarit,#Sección49Sí ✅ 🟢 Consolidar el derecho humano a la salud de la mujer en tiempos de #COVID19 🦠 es la mejor forma de conmemorar su lucha permanente en #DiaMundialdelCancerdeMama 🌷afirma #Sección49 #SNTE Profr. Ladislao Serrano Vidal Leer Nota 👉  👈,09:40:00,2
57,2020-10-21,@arribagente,"#OctubreRosa – En Uruguay se diagnostican 5 casos nuevos de cáncer de mama cada día. Recibimos a la Dra. Marisa Fazzino, Dir. del Programa de Control del Cáncer, para reforzar la importancia de la prevención y del diagnóstico temprano en esta enfermedad.",09:28:00,2
58,2020-10-21,@RedAmbiental_Mx,"Se parte de nuestro segundo webinar de la Campaña Rosa #DateTiempo en donde se abordará el tema ""La Familia y el Cáncer de mama"". La cita es hoy a las 7:00 pm en Zoom, registrate en:  #OctubreRosa #RedAmbiental #SomosMuchoMasquelosdelaBasura",09:28:00,2
59,2020-10-21,@Independiente,#OctubreRosa ✊ Colección especial en el mes de la Lucha contra el Cáncer de Mama. TODO lo recaudado será donado a @LalcecArgentina. Conseguilas acá ➡️,09:27:00,2
60,2020-10-21,@IpesaSiloArg,"Octubre es rosa. Un mes para avanzar en la concientización, prevención y control del cáncer de mama. La Campaña ""El Abrazo Solidario del Campo Argentino"" es nuestro modo de aportar un granito de arena. Conocé más y sumate 👉  #OctubreRosa #SiloRosa",09:27:00,2
61,2020-10-21,@Corresponsables,ODS3. @viajaVolaris y @FUCAMM habilitan un “#AsientoRosa” para visibilizar la importancia de la #prevención en el #DiaMundialdelCancerdeMama,09:22:00,2
62,2020-10-21,@la106,#OctubreRosa El Palacio Municipal iluminado en el marco del Mes de Sensibilización del Cáncer de Mama.,09:19:00,2
63,2020-10-21,@DrJoseHaddad,➡️ Un factor de riesgo es todo aquello que aumenta la probabilidad de que una persona desarrolle cáncer. #cancerdemama #octubrerosa #Cuidate #detecciòntemprana #cirugiaplastica #mesrosa💕 #cirugiaplasticasegura #cirugiaplasticamexico #cirugiaplasticacdmx,09:10:00,2
64,2020-10-21,@edomexinforma_,#OctubreRosa | ¿Sabes cuáles son los factores que aumentan el riesgo de padecer cáncer de mama? Cuídate y #ÉchaleUnaManoATuSaluda.,09:02:00,2
65,2020-10-21,@America_Vuela,Volaris habilita “Asiento Rosa” en el Día Mundial del Cáncer de Mama #AméricaVuela | #AviaciónComercial | #Aviación | #Volaris | #AsientoRosa | #DíaMundialDelCancerDeMama,09:00:00,2
66,2020-10-21,@FiscalEdomex,"Recuerda que octubre es el mes internacional de la lucha contra el cáncer de mama, infórmate y autoexplorate, la prevención es fundamental #OctubreRosa, #PrevenirEsSalud",09:00:00,2
67,2020-10-21,@la106,#OctubreRosa El Palacio Municipal iluminado en el marco del Mes de Sensibilización del Cáncer de Mama.,08:55:00,2
68,2020-10-21,@VPITV,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",08:35:00,2
69,2020-10-21,@itzeg,Dar seguimiento a tu salud es prioritario por eso el cáncer de mama no es un juego cuidate!!! #OctubreRosa #TocateParaQueNoTeToque #ACEMcontraelcancer #ACEMportusalud,08:25:00,2
70,2020-10-21,@oncologicohp,"Como parte de las actividades del “Mes de la Concienciación del Cáncer de Mama”, nuestros oncólogos han estado impartiendo charlas en las empresas sobre la importancia de la detección temprana, detección secundaria, factores de riesgo,etc.💖 #IOHP #OctubreRosa #cancerdemama",08:21:00,2
71,2020-10-21,@CafeMarino,¡La detección a tiempo es fundamental! Conoce los signos y síntomas del cáncer de mama.💁🏻‍♀️ . Fuente:  #CaféElMarino #CaféMarino #CaféElMarinoEnCasa #70AniversarioCaféElMarino #70AñosCaféElMarino #70Aniversario #OctubreRosa,08:14:00,2
72,2020-10-21,@MCiudadaniaNqn,"✨La heroína Claudia Fuentes, tras vencer un cáncer de mama decidió salir a las rutas de #Andacollo a concientizar sobre la importancia de detectar la enfermedad a tiempo. 👏👏👏 #ConstruyendoCiudadania #heroínasyhéroescotidianos #octubrerosa",08:11:00,2
73,2020-10-21,@PetPawOficial,"El Cáncer de mama es una tumoración maligna que se presenta en la glándula mamaria. Una exploración y detección temprana puede ayudar a que se combata a tiempo, puede salvar tu vida. #cancerdemama #cancermama #Cancer #OctubreRosa #octubre2020",08:11:00,2
74,2020-10-21,@LaRegeneracion_,"Entrevistamos a la doctora Irasema Apodaca Ramos, quien es especialista en Ginecología y Obstetricia y tiene Alta Especialidad en Cirugía Oncológica de mama. #OctubreRosa",08:09:00,2
75,2020-10-21,@semdecajeme,La Sociedad Estudiantil de Medicina del Campus Cajeme informa por #SEMRoseWeek🎀 #OctubreRosa a través del Comité de Actividades Académicas: Toda mujer quiere saber qué puede hacer para disminuir su riesgo de contraer cáncer de mama.,08:07:00,2
76,2020-10-21,@DGZONA3,A partir de los 40 años todas las mujeres sin excepción deberán realizarse mastografías y ultrasonidos para prevenir el cáncer de mama. Acude con tu médico de confianza a revisiones médicas. #ÉchaleUnaManoATuSalud #OctubreRosa,08:01:00,2
77,2020-10-21,@ivy_tapia92,Ingles: Remember to always get a medical check-up to prevent breast cancer. - Edpañol: Recuerda siempre hacerte un chequeo medico para prevenir el #CancerDeMama #19DeOctubre #DiaMundialdelCancerdeMama,07:59:00,2
78,2020-10-21,@Adela_Roman,La autoexploración es el primer paso para una detección oportuna. El cáncer de mama es curable si es detectado a tiempo. Infórmate y autoexplórate. #OctubreRosa,07:50:00,2
79,2020-10-21,@betty_ayala,#FelizMiercoles #webinar de @RedAmbiental_Mx Hoy en punto de las 7:00 pm de la Campaña Rosa #DateTiempo con MoniContreras llevará el tema “La Familia y el Cáncer de Mama” Puedes registrarte en:  #OctubreRosa #RedAmbiental #SomosMuchoMasquelosdelaBasura,07:46:00,2
80,2020-10-21,@medicoscr,Nuestro recordatorio del compromiso de toda la sociedad en la lucha contra el Cáncer de Mama para intentar minimizarlo y concienciar de la importancia de la investigación y el diagnóstico precoz de la enfermedad. #cáncerdemama #prevención #autoexamendemama #octubrerosa,07:43:00,2
81,2020-10-21,@50mas1CDMX,"Algunas recomendaciones en el #OctubreRosa para la prevención del cáncer de mama que es clave, pues detectado a tiempo tiene hasta 95% de probabilidades de curarse. #TócateSinMiedo #EmpoderandoMujeres",07:41:00,2
82,2020-10-21,@PrensaLegisTDF,"El Poder Legislativo Provincial adhiere, del 19 al 25 de octubre, de la Semana de concientización y Prevención del cáncer de mama. Cuidate. Revisar. Prevení. #OctubreRosa #CáncerDeMama",07:35:00,2
83,2020-10-21,@pablomirolo,Hoy estuve con las Guerreras de la lucha contra el cáncer de mama. Es admirable la fuerza y el compromiso que tienen para luchar contra esta enfermedad. Desde el Municipio seguimos trabajando en tareas de prevención y concentización sobre el cáncer de mama. #OctubreRosa,07:35:00,2
84,2020-10-21,@STGedomex,Si tienes entre 40 y 69 años #ÉchaleUnaManoATuSalud y recuerda realizarte una autoexploración periódicamente. La detección temprana para el cáncer de mama sigue siendo la acción más importante en la lucha contra esta enfermedad. #OctubreRosa @SaludEdomex,07:30:00,2
85,2020-10-21,@CSAedomex,"Mes de sensibilización sobre el cáncer de mama, #OctubreRosa. Recuerda realizarte una autoexploración periódicamente #ÉchaleUnaManoATuSalud. Consulta cómo debes realizarla en:",07:29:00,2
86,2020-10-21,@THB_Mexico,🔵🟢 En octubre nos vestimos de rosa 👚🎀 Consulta nuestra página para más información:  #OctubreRosa #THB #Seguro #Salud #Prevencion #CancerDeMama #Cancer #21deOctubre,07:22:00,2
87,2020-10-21,@INVEA_mex,#OctubreRosa | El cáncer de mama es curable si se detecta a tiempo. #ÉchaleUnaManoATuSalud e infórmate en:,06:59:00,2
88,2020-10-21,@unidadmujerpmg,Predecir el cáncer de mama sólo con una mamografía es posible gracias a una nueva IA  #mama #OctubreRosa #pink #mendezgimon #mujer #mamografia #salud #prevencion,06:58:00,2
89,2020-10-21,@ZonaBT019,"#OctubreRosa, mes de la sensibilización sobre el cáncer de mama. Para más información, consulta en:  @DBT_Edomex @aida_maricela @Moctezuma2019",06:47:00,2
90,2020-10-21,@VPITV,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",06:35:00,2
91,2020-10-21,@Pesqueria_NL,Seguimos con las brigadas de mamografía en este mes de concientización del cáncer de mama #OctubreRosa #CancerDeMama,06:30:00,2
92,2020-10-21,@IMSS_Mor,"#OctubreRosa es el mes de sensibilización sobre el #CáncerDeMama 🎀 ""El cáncer de mama es curable cuando se detecta a tiempo"".",06:27:00,2
93,2020-10-21,@CAwbus,"Sonociné AWBUS es la solución en mamas densas. El Cancer en mamografia se ve de color blanco al igual que el tejido mamario denso, por ello, no pueden detectarlo. Con Sonociné si se visualiza.#MesRosa #fucamm #cancer #mastografia #OctubreRosa #Senos #MxSinCancer #CancerDeMama",06:16:00,2
94,2020-10-21,@Muni25deMayoBA,#OctubreRosa El Palacio Municipal iluminado en el marco del Mes de Sensibilización del Cáncer de Mama.,06:09:00,2
95,2020-10-21,@lanuevamiradaok,"#OctubreRosa ¿Cada cuánto te haces una revisión mamaria? Para saber más, lee la nota entera en el link👆.",06:08:00,2
96,2020-10-21,@Gabriel_OShea,"El cáncer de mama se puede detectar oportunamente. Recuerda que la detección temprana, sigue siendo la acción más importante en la lucha contra esta enfermedad. #OctubreRosa #PrevenirEsSalud",06:07:00,2
97,2020-10-21,@comecyt,La autoexploración es un arma para salvar tu vida. El cáncer de mama se puede detectar a tiempo. #PrevenirEsSalud #OctubreRosa #EchaleUnaManoATuSalud,06:01:00,2
98,2020-10-21,@ContraloriaGEM,"Mes de sensibilización sobre el cáncer de mama, #OctubreRosa. Recuerda realizarte una autoexploración periódicamente #ÉchaleUnaManoATuSalud. Consulta cómo debes realizarla en:",06:00:00,2
99,2020-10-21,@GuadalajaraGob,👩👧👵 #OctubreRosa continúa y queremos compartirte información de utilidad. Con una detección oportuna hay mayor posibilidad de vencer el #CáncerDeMama. Conoce sus síntomas en  y acude a recibir atención médica ante cualquier duda o sospecha.,06:00:00,2
100,2020-10-21,@CPC_SMA,Mes de sensibilización sobre el cáncer de mama #OctubreRosa. Recuerda realizarte una autoexploración periódicamente #ÉchaleUnaManoATuSalud. Consulta cómo debes realizarla en:,20:47:00,2
101,2020-10-21,@reberramz,"Hola, así se ven los senos con anormalidades que pueden ser cáncer de mama. BASTA DE DIBUJITOS BONITOS, los senos de las mujeres no son órganos sexuales, basta de sexualizarlos. Conocer estas imagenes REALES puede salvar la vida de una mujer. #OctubreRosa #CancerDeMama RT @semdecajeme: Lo que puede ser normal en usted tal vez no lo sea en otra mujer. La mayoría de las mujeres dicen que sienten bultos o superficies irregulares en las mamas. que la alarme no dude en consultar a su médico lo antes posible, el la orientará para evaluar lo que sucede y cómo actuar.",20:30:00,2
102,2020-10-21,@FaustoBejarano1,"#NuevaFotoDePerfil #OctubreRosa #SlowFashion  El 99% de las mujeres padece el cáncer de mamas, que no te toque!",20:08:00,2
103,2020-10-21,@OnmpriNacional,"En la segunda conferencia sobre el cáncer de mama 🎀, la Dra. Mónica Cuadras dijo que la exploración mamaria debe comenzar desde la primera regla y a partir de ahí debe convertirse en un hábito de toda la vida. #OctubreRosa",20:01:00,2
104,2020-10-21,@glocuraz,"Gracias @canalcatorcemx por darnos el espacio para hacer conciencia y recordar que el Cancer de Mama es una enfermedad que es curable si se detecta a tiempo, Tócate 🖐🏼 para que no te toque #OctubreRosa #InspiremosVidas #PorTiPorMiPorTodas #FuckCancer 🌷🙏🏼 RT @canalcatorcemx: Acompáñanos a conocer más sobre la primera causa de muerte por tumores cancerígenos en mujeres a través de cinco testimonios de sobrevivencia. #Reportaje14: Lucha rosa. Cáncer de mama HOY, ⏰21:00h. /📺14.1 /📲 @MxPlayTV / ▶️  #Canal14 #TusCausasTuCanal",19:56:00,2
105,2020-10-21,@COESPO_Edomex,"#OctubreRosa | La detección temprana del cáncer de mamas la acción más importante en la lucha contra esta enfermedad. #ÉchaleUnaManoATuSalud e infórmate en:  o llama al 722 212 64 26, 55 58 78 64 02 o al 55 82 84 12 61",19:45:00,2
106,2020-10-21,@ALMAZANFRANCISC,"#PrevenirEsSalud El cáncer de mama se puede detectar oportunamente, realizate revisiones periódicas y acude al médico #ÉchaleUnaManoATuSalud #OctubreRosa @Edomex @SaludEdomex",18:58:00,2
107,2020-10-21,@Jovenes_Con_Vos,Colaboramos nuevamente con la @MuniRioPrimero junto a Jóvenes Primero en la concientización de la prevención del cáncer de mama. #OctubreRosa #CordobaRosa @CraveroCristina @gobdecordoba @claumartinezar @mindelamujercba,18:42:00,2
108,2020-10-21,@AlertaChiapas,🎀 #SALUD || Tenía 33 años cuando en una revisión de rutina a María de Jesús Pérez Zavaleta le detectaron cáncer de mama. #OctubreRosa #CáncerDeMama #19DeOctubre #Chiapas #Tuxtla,18:38:00,2
109,2020-10-21,@VPITV,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",18:35:00,2
110,2020-10-21,@Dra_Guaripete,Imagínate tener que hospitalizar a tu hijo con cáncer (o a tu mamá o a tu esposo o a tu hermana) y ni siquiera poder asearle porque no hay AGUA en el hospital #OctubreRosa RT @Beadrian: #Urgente Madres con sus hijos hospitalizados en el oncologico Luis Razetti #Caracas claman AGUA. Piden por caridad una cisterna con manguera larga para que llenen los tobos de pediatría. Niños en estado delicado,18:28:00,2
111,2020-10-21,@MujerMexico_Of,#OctubreRosa🎀 El #CáncerDeMama es la primera causa de muerte entre mexicanas 🙋🏻‍♀️🇲🇽😔🏥 ¿Qué otros mitos conoces? ☹️,18:27:00,2
